publication_type,author,book_authors,group_authors,book_group_authors,researcher_id_number,orcid_identifier,editors,title,funding_text,part_number,patent_assignee,publication_name,book_series_title,book_series_subtitle,volume,issue,special_issue,meeting_abstract,beginning_page,ending_page,article_number,digital_object_identifier,book_digital_object_identifier,early_access_date,supplement,publication_date,published_year,abstract,conference_title,conference_date,conference_sponsor,conference_location,wos_core_collection_times_cited_count,total_times_cited_count,issn,electronic_issn,international_standard_book_number,accession_number,pubmed_id
J,"Sulistyawan, Barano Siswa; Verweij, Pita A.; Boot, Rene G. A.; Purwanti, Bekti; Rumbiak, Wika; Wattimena, Marthinus C.; Rahawarin, Paschalina; Adzan, Gemasakti",,,,,,,"Integrating participatory GIS into spatial planning regulation: the case of Merauke District, Papua, Indonesia",,,,INTERNATIONAL JOURNAL OF THE COMMONS,,,12,1,,,26,59,,10.18352/ijc.759,,,,2018,2018,"In many cases, government institutions insufficiently consider the traditional land use of community areas in spatial planning policy. Although numerous investigations into the participatory mapping of community lands have occurred, their results have not been adequately incorporated into the policy realm. In Indonesia, Spatial Planning Regulation (SPR), or locally known as Rencana Tata Ruang Wilayah (RTRW) is an instrument to guide land use practices in the categories of development and protected areas. Using a case study for the Merauke district in Papua province in Indonesia, we demonstrate how participatory mapping results of important community areas were integrated into district-level spatial planning through Participatory GIS (PGIS). There are three phases to the process of integrating PGIS into Spatial Planning Regulation. The first phase is to develop a shared vision between the customary communities and the district government and gain a commitment from both parties to use the results in further planning processes. The second phase is to facilitate the PGIS process, which is conducted by the community and a facilitator - in this case a team of WWF Indonesia Sahul Papua Region Office -, and the final phase is to integrate the PGIS results of the important community areas into spatial planning regulation. The results of our case study showed that of the total area adopted by the RTRW, about 69% were important community areas designated as cultural preservation areas. The remaining important community areas were allocated to two other land use categories: protected areas (22%) and development areas (9%). In this case, 91% of the community areas (647,850 hectares) were secured from other land use purposes such as large-scale agriculture, mining, forestry, and infrastructure. The PGIS approach can be applied to districts across Indonesia for mapping community land use practices and integrating them into Spatial Planning Regulation.",,,,,3,3,1875-0281,,,WOS:000430658000002,
J,"Damastuti, Ekaningrum; de Groot, Rudolf",,,,"de Groot, Rudolf S/C-8666-2014",,,"Effectiveness of community-based mangrove management for sustainable resource use and livelihood support: A case study of four villages in Central Java, Indonesia",,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,203,,,,510,521,,10.1016/j.jenvman.2017.07.025,,,,DEC 1 2017,2017,"Community-Based Mangrove Management (CBMM) is implemented with different approaches and outcomes. This study examined the effectiveness of various CBMM practices to achieve sustainable management of mangrove resources. We analyzed local mangrove resource management strategies in four coastal villages (e.g. Sriwulan, Bedono, Timbulsloko, and Surodadi) on Central Java, Indonesia. Local data on institutions, socio-economic conditions and mangrove resources utilization was collected through participatory resource mapping and interviews with 16 key actors and 500 households. The main differences in CBMM-practices that affect the outcomes in each village were the type of community participation, the level of organizational and economic assistance from external institutions, the magnitude of the rehabilitation project, the time selected for rehabilitation and the maintenance strategies applied in each village. Surodadi achieved most in terms of both efficient resource utilization and local livelihood improvement. Bedono's management strategy was most effective in extending and maintaining the rehabilitated mangrove areas but less in terms of livelihood support while the strategy applied in Timbulsloko resulted in higher resource utilization compared to Surodadi. Sriwulan failed on most criteria. This study suggests that combining the management strategies practiced in Bedono and Surodadi and adding external scientific and technological assistance, income diversification, institutional reinforcement and continuous monitoring of the functioning of local institutions can improve the CBMM performance to sustainably manage mangrove resources and improve livelihoods. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,7,8,0301-4797,1095-8630,,WOS:000412251300053,28841518
J,"Blake, Denise; Auge, Arnelie A.; Sherren, Kate",,,,,"Sherren, Kate/0000-0003-1576-9878",,Participatory mapping to elicit cultural coastal values for Marine Spatial Planning in a remote archipelago,,,,OCEAN & COASTAL MANAGEMENT,,,148,,,,195,203,,10.1016/j.ocecoaman.2017.08.010,,,,NOV 1 2017,2017,"As Marine Spatial Planning (MSP) is taking off world-wide as a holistic approach to marine management, there has been a growing need for the inclusion of socio-economic factors in this process. Yet, producing spatial data for cultural values, in particular, remain a challenge because these values are abstract and difficult to extract and quantify. Here, we demonstrate a simple repeatable manual technique for mapping cultural coastal values using in-person interviews and Public Participation GIS (PPGIS) techniques. With 47 participants in the Falkland Islands labelling 745areas of cultural coastal value, this technique gave rise to the identification of cultural coastal value hotspots across the islands in four categories: Natural Beauty, Recreation, Sense of Place and Cultural History. The locations of values were not affected by their distance to a settlement, nor were participants particularly likely to select areas close to their home. The resulting maps of coastal cultural values have been incorporated in the MSP framework and webGIS for the Falkland Islands, allowing for the integration of these social factors in the decision making processes. Crown Copyright (C) 2017 Published by Elsevier Ltd. All rights reserved.",,,,,10,12,0964-5691,1873-524X,,WOS:000412611300019,
J,"Eddy, Ian M. S.; Gergel, Sarah E.; Coops, Nicholas C.; Henebry, Geoffrey M.; Levine, Jordan; Zerriffi, Hisham; Shibkove, Evgenii",,,,"Henebry, Geoffrey M./I-1509-2019; Coops, Nicholas/L-3652-2019","Henebry, Geoffrey M./0000-0002-8999-2709; Coops, Nicholas/0000-0002-0151-9037; Zerriffi, Hisham/0000-0003-4890-2575",,Integrating remote sensing and local ecological knowledge to monitor rangeland dynamics,,,,ECOLOGICAL INDICATORS,,,82,,,,106,116,,10.1016/j.ecolind.2017.06.033,,,,Nov-17,2017,"Rangelands are among the most extensive anthropogenic landscapes on earth, supporting nearly 500 million people. Disagreements over the extent and severity of rangeland degradation affect pastoralist livelihoods, especially when impacts of drought and over-grazing are confounded. While vegetation indices (such as NDVI, or Normalized Difference Vegetation Index) derived from remotely sensed imagery are often used to monitor rangelands, their strategic integration with local ecological knowledge (LEK) is under-appreciated. Here, we explore these complementary approaches in Kyrgyzstan's pasture-rich province of Naryn, where disagreements regarding pasture degradation could greatly benefit from additional information. We examine a time series of MODIS satellite imagery (2000-2015) to characterize browning trends in vegetation as well as to distinguish between climate- and grazing-induced trends. We also compare and contrast measured trends with LEK perceptions of pasture degradation. To do so, we first examine statistical trends in NDVI as well as in NDVI residuals after de-trending with meteorological data. Second, we use participatory mapping to identify areas local pasture managers believe are overgrazed, a particularly useful approach in lieu of reliable historical stocking rates for livestock in this region. Lastly, we compare the strengths and weaknesses of LEK and remote sensing for landscape monitoring.Browning trends were widespread as declining trends in NDVI (and NDVI residuals) covered 24% (and 9%) of the landscape, respectively. Local managers' perceptions of pasture degradation better reflected trends seen in NDVI than in climate-controlled NDVI residuals, suggesting patterns in the latter are less apparent to managers. Our approach demonstrated great potential for the integration of two inexpensive and effective methods of rangeland monitoring well-suited to the country's needs. Despite limitations due to terrain, our approach was most successful within the semi-arid steppe where pasture degradation is believed to be most severe. In many parts of the world, sources of long-term spatially extensive data are rare or even non-existent. Thus, paired LEK and remote sensing can contribute to comprehensive and informative assessments of land degradation, especially where contentious management issues intersect with sparse data availability. LEK is a valuable source of complementary information to remote sensing and should be integrated more routinely and formally into landscape monitoring. To aid this endeavor, we synthesize advice for linking LEK and remote sensing across diverse landscape situations.",,,,,20,21,1470-160X,1872-7034,,WOS:000417551700011,
J,"Garcia-Martin, Maria; Fagerholm, Nora; Bieling, Claudia; Gounaridis, Dimitris; Kizos, Thanasis; Printsmann, Anu; Muller, Matthias; Lieskovsky, Juraj; Plieninger, Tobias",,,,"Garcia-Martin, Maria/AAG-2801-2019; Kizos, Thanasis/B-9560-2014; Kizos, Thanasis`/AAV-1026-2020; Lieskovsky, Juraj/M-4535-2014; Gounaridis, Dimitris/V-1789-2017; Plieninger, Tobias/E-3861-2010; Fagerholm, Nora/A-6164-2015","Garcia-Martin, Maria/0000-0003-4616-3844; Kizos, Thanasis`/0000-0002-1526-0919; Lieskovsky, Juraj/0000-0002-9779-8340; Gounaridis, Dimitris/0000-0003-3145-7284; Plieninger, Tobias/0000-0003-1478-2587; Fagerholm, Nora/0000-0001-5020-0746; Bieling, Claudia/0000-0001-5001-4150",,Participatory mapping of landscape values in a Pan-European perspective,,,,LANDSCAPE ECOLOGY,,,32,11,SI,,2133,2150,,10.1007/s10980-017-0531-x,,,,Nov-17,2017,"Human-nature interactions are reflected in the values people assign to landscapes. These values shape our understanding and actions as landscape co-creators, and need to be taken into account to achieve an integrated management of the landscape that involves civil society.The aim of this research was to increase the current knowledge on the most and least common landscape values perceived by local stakeholders, the patterns in the spatial distribution of values, and their connection to different socio-economic backgrounds and landscape characteristics across Europe.The research consisted of a cross-site comparison study on how landscape values are perceived in six areas of Europe using Public Participation GIS surveys. Answers were analysed combining contingency tables, spatial autocorrelation and bivariate correlation methods, kernel densities, land cover ratios, and viewshed analyses. Results were discussed in the light of findings derived from other European participatory mapping studies.We identified shared patterns in the perception of landscape values across Europe. Recreation, aesthetics, and social fulfilment were the most common values. Landscape values showed common spatial patterns mainly related to accessibility and the presence of water, settlements, and cultural heritage. However, respondents in each study site had their own preferences connected to the intrinsic characteristics of the local landscape and culture.The results encourage land planners and researchers to approach landscape values in relation to socio-cultural and bio-physical land characteristics comprehensibly, acknowledging the complexity in the relationship between people's perception and the landscape, to foster more effective and inclusive landscape management strategies.",,,,,24,24,0921-2973,1572-9761,,WOS:000414975000005,
J,"Brummer, Mathias; Rodriguez-Labajos, Beatriz; Trung Thanh Nguyen; Jorda-Capdevila, Didac",,,,"Nguyen, Trung Thanh/D-3448-2009; Rodriguez-Labajos, Beatriz/I-6257-2015","Nguyen, Trung Thanh/0000-0003-4507-724X; Rodriguez-Labajos, Beatriz/0000-0002-0559-910X; Jorda-Capdevila, Didac/0000-0002-5670-829X; Brummer, Mathias/0000-0001-5179-6414",,They Have Kidnapped Our River: Dam Removal Conflicts in Catalonia and Their Relation to Ecosystem Services Perceptions,,,,WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT,,,10,3,SI,,744,767,,,,,,Oct-17,2017,"River restoration is essential to guarantee access to ecosystem services provided by free-flowing rivers. One mechanism to restore rivers is the decommissioning of run-of-the-river dams, but restoration can create opposition as anthropised landscapes form part of the environmental history and imaginary. To facilitate decision-making, actors' perceptions on ecosystem services for and against dam removal should be considered. We analyse perceptions on ecosystem services at two levels of study in Catalonia (Spain): the Catalan context and two local cases of dam removal in the Ter River Basin. Local case studies illustrate that combining participatory mapping and interviews makes contrasting values conspicuous and contributes to conflict understanding. Additionally, we acknowledge a dichotomy of perceptions between locals and outsiders, and the relevance of cultural values, environmental aesthetics, and history for actors' positioning. We propose the engagement of local stakeholders at the basin level through participatory approaches for the sake of understanding water conflicts, as decision making will rarely achieve social sustainability without local support.",,,,,5,6,1965-0175,,,WOS:000412469400006,
J,"Mukul, Sharif A.; Sohel, Md. Shawkat I.; Herbohn, John; Inostroza, Luis; Koenig, Hannes",,,,"Inostroza, Luis/N-1524-2014; Mukul, Sharif A./H-5664-2012; Konig, Hannes/I-1964-2012","Inostroza, Luis/0000-0002-6303-4529; Mukul, Sharif A./0000-0001-6955-2469; Konig, Hannes/0000-0002-4980-7388",,Integrating ecosystem services supply potential from future land-use scenarios in protected area management: A Bangladesh case study,,,,ECOSYSTEM SERVICES,,,26,,,,355,364,,10.1016/j.ecoser.2017.04.001,,,,Aug-17,2017,"The establishment of protected areas (PAs) is a key strategy to conserve declining forests and biodiversity worldwide. Due to poor infrastructure and a limited capacity of PA managers, most of the PAs in developing countries fail to achieve their management targets. In this paper, the potential to integrate ecosystem services (ES) into land-use planning was assessed in order to better manage PAs in tropical countries. Firstly, we mapped the relative capacity of different land-use/land cover (LULC) to supply ES in and around the Satchari National Park (SNP) located in northeast Bangladesh. Two alternative scenarios to envisage the likely future supply of ES in the area were then analysed. The study reveals a relatively higher supply of supporting ES from LULC located inside the park compared to the ES supplied from surrounding forests, tea gardens, and oil palm and rubber plantations. Provisioning ES were greater in surrounding forests than from SNP. Both regulating and cultural ES were also higher in LULC within the park. Spatially explicit ES supply assessment and mapping was found to be useful for land use planning and the prioritization of future management actions. Based on our findings, we suggest that PA managers should consider the ES framework as an effective tool for the future-oriented PAs management. (c) 2017 Elsevier B.V. All rights reserved.",,,,,18,19,2212-0416,,,WOS:000414208500006,
J,"Moore, Susan A.; Brown, Greg; Kobryn, Halina; Strickland-Munro, Jennifer",,,,"Brown, Greg/AAA-6138-2019; Kobryn, Halina/E-5051-2012","Brown, Greg/0000-0003-3283-4619; Kobryn, Halina/0000-0003-1004-7593",,Identifying conflict potential in a coastal and marine environment using participatory mapping,,,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,,,197,,,,706,718,,10.1016/j.jenvman.2016.12.026,,,,JUL 15 2017,2017,"Planning for coastal and marine environments is often characterized by conflict over current and proposed uses. Marine spatial planning has been proposed as a way forward, however, social data are often missing impeding decision-making. Participatory mapping, a technique useful for providing social data and predict conflict potential, is being used in an increasing. number of terrestrial applications to inform planning, but has been little used in the marine realm. This study collected social data for an extensive coastline in northwestern Australia via 167 in-depth face-to-face interviews including participant mapping of place values. From the transcribed interviews and digitized maps, we inductively identified 17 values, with biodiversity, the physical landscape, and Aboriginal culture being most valued. To spatially identify conflict potential, values were classified in matrices as consumptive or non consumptive with the former assumed to be less compatible with other values. Pairwise comparisons of value compatibilities informed a spatial GIS determination of conflict potential. The results were overlaid with the boundaries of nine marine protected areas in the region to illustrate the application of this method for marine spatial planning. The three near shore marine protected areas had at least one third of their area exhibiting conflict potential. Participatory mapping accompanied by conflict potential mapping provides important insights for spatial planning in these often-highly contested marine environments. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,39,40,0301-4797,1095-8630,,WOS:000401880100067,28448808
J,"Martin-Lopez, Berta; Palomo, Ignacio; Garcia-Llorente, Marina; Iniesta-Arandia, Irene; Castro, Antonio J.; Garcia Del Amo, David; Gomez-Baggethun, Erik; Montes, Carlos",,,,"Castro, Antonio J./Z-2469-2019; PALOMO, IGNACIO/D-4398-2014; Llorente, Marina Garcia/P-1644-2017; Martin-Lopez, Berta/R-9397-2017; Iniesta-Arandia, Irene/B-4528-2017; GARCIA, MARINA/AAH-8893-2019","Castro, Antonio J./0000-0003-1587-8564; PALOMO, IGNACIO/0000-0002-4573-5989; Llorente, Marina Garcia/0000-0002-3527-9318; Martin-Lopez, Berta/0000-0003-2622-0135; Iniesta-Arandia, Irene/0000-0002-1304-3232; GARCIA, MARINA/0000-0002-3527-9318; Garcia del Amo, David/0000-0002-0598-5465",,Delineating boundaries of social-ecological systems for landscape planning: A comprehensive spatial approach,,,,LAND USE POLICY,,,66,,,,90,104,,10.1016/j.landusepol.2017.04.040,,,,Jul-17,2017,"An increasing number of studies demonstrate the need of applying a social-ecological system approach for landscape planning. However, there is a lack of empirical research that operationalizes the concept of social ecological system for landscape planning through the characterization of social-ecological interactions. In this study, we develop a methodological framework to delineate the boundaries of social-ecological systems and to characterize their main social-ecological units in a spatially explicit way. Social-ecological units represent the interactions between the biophysical and socio-economic sub-systems at local scale. The methodology is structured in four phases: (1) ecological regionalization, i.e. identification and mapping of consistent ecological units based on biophysical variables; (2) socio-economic regionalization, i.e. identification and mapping of homogeneous groups of municipalities based on socio-economic variables; (3) identification of social-ecological systems boundaries and characterization of social-ecological units; and (4) validation of the social-ecological systems boundaries with key informants through participatory mapping. By applying the proposed methodological framework to three different Mediterranean cultural landscapes, we define the boundaries of social ecological systems and illustrate how social and ecological sub-systems interact at local scale. We conclude that the proposed methodological framework is useful to operationalize the concept of social-ecological systems in landscape planning.",,,,,32,34,0264-8377,1873-5754,,WOS:000403738100010,
J,"Brown, Greg; Hausner, Vera Helene",,,,"Brown, Greg/AAA-6138-2019","Brown, Greg/0000-0003-3283-4619",,An empirical analysis of cultural ecosystem values in coastal landscapes,,,,OCEAN & COASTAL MANAGEMENT,,,142,,,,49,60,,10.1016/j.ocecoaman.2017.03.019,,,,JUN 15 2017,2017,"Coastal areas are especially important to human well-being with half the world's population living within 60 km of the sea and three-quarters of all large cities located in the coastal zone. Supporting and regulatory ecosystem services in coastal areas have received considerable research attention given human vulnerability to climate change, but cultural ecosystem services in the coastal zone are less understood. This study describes and analyzes the distribution of cultural ecosystem values found in coastal areas in multiple countries (n = 5) and compares the results with non-coastal areas. Mapped cultural ecosystem values were collected from public participation GIS (PPGIS) processes in the U.S., Australia, New Zealand, Norway, and Malaysia and analyzed to identify the type and intensity of ecosystem values located in coastal areas. Mapped ecosystem values were significantly more abundant in all coastal zones, regardless of ecosystem value category, country, population, or dominant land use. Compared to cultural ecosystem values, biological and life-sustaining values were mapped less frequently in the coastal zone. Economic and social values were significantly associated with developed (built) coastal zones, while aesthetic and recreation values were more strongly associated with natural coastal zones. Coastal access, especially by road, influences the mix of perceived values from nature-based values to anthropocentric values. Coastal zones will continue to be the principle location for potential future land use conflict given their high social and cultural value relative to other ecological values. Understanding trade-offs in coastal zone planning and management requires a systematic inventory of the full range of ecosystem services, including cultural services. (C) 2017 Elsevier Ltd. All rights reserved.",,,,,16,17,0964-5691,1873-524X,,WOS:000401390600005,
J,"Canedoli, Claudia; Bullock, Craig; Collier, Marcus J.; Joyce, Deirdre; Padoa-Schioppa, Emilio",,,,"Collier, Marcus J./G-3557-2010","PADOA SCHIOPPA, EMILIO/0000-0003-2383-5441; Collier, Marcus/0000-0002-6853-9980; CANEDOLI, CLAUDIA/0000-0003-3041-3968",,Public Participatory Mapping of Cultural Ecosystem Services: Citizen Perception and Park Management in the Parco Nord of Milan (Italy),,,,SUSTAINABILITY,,,9,6,,,,,891,10.3390/su9060891,,,,Jun-17,2017,"Ecosystem services may be underestimated, and consequently threatened, when land-use planning and management decisions are based on inadequate information. Unfortunately, most of the studies aimed to evaluate and map cultural ecosystem services (CES) are not used for actual decision support therefore there is a gap in the literature about its use in practice. This study aimed to reduce this gap by: (i) mapping CES perceived by city park users through participatory mapping (PPGIS); (ii) mapping CES arising from park management (management perception); (iii) comparing citizens and park management perception to identify matches or mismatches; and (iv) discussing the utility of the data acquired and the methodology proposed to inform urban planning. The methodology presented in this study resulted in data directly informative for urban planning. It provided spatially explicit data about perceived cultural services of the park as well as information about the matching or mismatching patterns about cultural services provision comparing the users' view with the management dimension. This research demonstrated a way to use the potential of ES mapping to inform urban planning and explored the local management demand for CES mapping, showing this to be a valuable tool for effective integration into actual decision making.",,,,,9,10,,2071-1050,,WOS:000404133200022,
J,"Thiault, Lauric; Collin, Antoine; Chlous, Frederique; Gelcich, Stefan; Claudet, Joachim",,,,"Thiault, Lauric/J-2060-2019; Claudet, Joachim/C-6335-2008; Collin, Antoine/L-1169-2013","Thiault, Lauric/0000-0002-5572-7632; Claudet, Joachim/0000-0001-6295-1061; Collin, Antoine/0000-0001-9559-7572",,Combining participatory and socioeconomic approaches to map fishing effort in small-scale fisheries,,,,PLOS ONE,,,12,5,,,,,e0176862,10.1371/journal.pone.0176862,,,,MAY 9 2017,2017,"Mapping the spatial allocation of fishing effort while including key stakeholders in the decision making process is essential for effective fisheries management but is difficult to implement in complex small-scale fisheries that are diffuse, informal and multifaceted. Here we present a standardized but flexible approach that combines participatory mapping approaches (fishers' spatial preference for fishing grounds, or fishing suitability) with socioeconomic approaches (spatial extrapolation of social surrogates, or fishing capacity) to generate a comprehensive map of predicted fishing effort. Using a real world case study, in Moorea, French Polynesia, we showed that high predicted fishing effort is not simply located in front of, or close to, main fishing villages with high dependence on marine resources; it also occurs where resource dependency is moderate and generally in near-shore areas and reef passages. The integrated approach we developed can contribute to addressing the recurrent lack of fishing effort spatial data through key stakeholders' (i.e., resource users) participation. It can be tailored to a wide range of social, ecological and data availability contexts, and should help improve place-based management of natural resources.",,,,,18,18,1932-6203,,,WOS:000401314000027,28486509
J,"Fernanda Ricaurte, Luisa; Helena Olaya-Rodriguez, Maria; Cepeda-Valencia, Juliana; Lara, Diana; Arroyave-Suarez, Johanna; Finlayson, C. Max; Palomo, Ignacio",,,,"PALOMO, IGNACIO/D-4398-2014","PALOMO, IGNACIO/0000-0002-4573-5989; Cepeda-Valencia, Juliana/0000-0001-9595-3186",,Future impacts of drivers of change on wetland ecosystem services in Colombia,,,,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,,,44,,,,158,169,,10.1016/j.gloenvcha.2017.04.001,,,,May-17,2017,"Wetlands are among the most valuable ecosystems in the world due to their delivery of ecosystem services (ES), but they are particularly vulnerable to drivers of land-use change. However, little is known about how different wetlands respond to drivers of land-use change and how that impacts their delivery of ES. After extreme floods hit Colombia in 2010-2011, negative impacts from these storms heightened the interest of Colombian policy makers in understanding and recognizing the importance of wetlands. Here, we present a map with 19 wetland types for Colombia and assess the ES that these wetlands deliver and how those ES are impacted by drivers of land-use change. We based our spatial analysis on the Corine Land Cover data for Colombia and combined that with spatial indices derived from knowledgeable experts using the matrix approach and participatory mapping (PGIS). The most vulnerable wetland types identified were fioodplain forests, riparian wetlands, freshwater lakes and rivers. The region of Magdalena-Cauca has been identified as the most vulnerable to the impacts of land-use change, until 2025. We discuss our results in light of the current Colombian policy-debate which concerns the designation of wetlands as strategic ecosystems. This designation implies necessary restrictions or prohibition of harmful activities in wetlands, principally mining and industrial agriculture.",,,,,27,30,0959-3780,1872-9495,,WOS:000405250800013,
J,"Delgado-Aguilar, Ma. Jeaneth; Konold, Werner; Schmitt, Christine B.",,,,"Schmitt, Christine B./H-9044-2019","Schmitt, Christine B./0000-0002-8527-9682",,Community mapping of ecosystem services in tropical rainforest of Ecuador,,,,ECOLOGICAL INDICATORS,,,73,,,,460,471,,10.1016/j.ecolind.2016.10.020,,,,Feb-17,2017,"Tropical forests provide a wide range of ecosystem services (ES), and their continuous supply depends on efficient and effective management against deforestation and forest degradation. In Ecuador, indigenous communities are highly dependent on the forest and therefore on forest ES. However, there is a lack of knowledge about their demands concerning ES. In order to better understand how local and indigenous people use the forest and to facilitate its management, this study completed a spatially explicit assessment of ES using participatory mapping in the Sumaco Biosphere Reserve (Napo province, Central-Northern Ecuador). The Biosphere Reserve is suitable as a case study because it is a protected area with high land use and population pressure and therefore requires the development and monitoring of management plans.First, semi-structured interviews were conducted with experts (n= 15) in order to identify the most important ES used by the communities in the study area. In a second step, members (n = 208) of 24 communities were asked to indicate on a 3-D map where they utilize the different ES (food, wood, water, tourism, hunting). The highlighted localities were digitized and then analyzed with statistical and GIS techniques. The results showed that the ES locations were not randomly distributed, but were most abundant four kilometers or less from roads. Spatial pattern analysis identified hotspots of ES provision, and the evaluation according to administrative units allowed us to identify five municipalities where demand for all assessed ES was high. In conclusion, the combination of participatory mapping of ES and GIS-based analysis can facilitate the identification of priority protection areas, provide guidance for developing specific forest management strategies, and also support monitoring systems to detect forest degradation. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,16,17,1470-160X,1872-7034,,WOS:000398334400047,
J,"Brown, Greg; Strickland-Munro, Jennifer; Kobryn, Halina; Moore, Susan A.",,,,"Brown, Greg/AAA-6138-2019; Kobryn, Halina/E-5051-2012","Brown, Greg/0000-0003-3283-4619; Kobryn, Halina/0000-0003-1004-7593",,Mixed methods participatory GIS: An evaluation of the validity of qualitative and quantitative mapping methods,,,,APPLIED GEOGRAPHY,,,79,,,,153,166,,10.1016/j.apgeog.2016.12.015,,,,Feb-17,2017,"Participatory mapping in social research is characterized by methodological pluralism, with two common methods being qualitative mapping using stakeholder interviews and quantitative methods that engage larger public samples through digital, internet mapping. To date, there has been no systematic evaluation of the extent to which mixed methods in participatory mapping yield valid results when applied to the same research setting and research questions. A mixed methods research design (combined exploratory sequential and convergent parallel) was implemented in a large research project to identify marine and coastal values in the Kimberley region of Australia. Qualitative interviews (n = 167) were completed with stakeholders to identify place-based values using polygon mapping methods and internet-based public participation GIS-(PPGIS) methods (n = 578). We defined and operationalized the concepts of concurrent, commensurate, and convergent validity to assess mixed methods research outcomes. We found that qualitative and quantitative methods resulted in moderate to high concurrent validity when assessing the importance of place values in the study area. Convergent validity (spatial) was highly variable by place value, with stronger convergent validity found with mapped aesthetic, recreational fishing, tourism, biodiversity, and Aboriginal culture values, and weakest with existence, therapeutic, and commercial fishing values. Convergent validity was influenced by weak commensurate validity through the use of different geometric features (polygons versus points) for mapping values across a large study area. The utility of mixed methods for planning decision support in a convergent parallel design depends on demonstrating convergence in construct meaning, spatial location, and consistency in values in the sampling populations. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,30,29,0143-6228,1873-7730,,WOS:000395353300013,
B,"Mul, M.; Pettinotti, L.; Amonoo, N. A.; Bekoe-Obeng, E.; Obuobi, E.",,,,,,,Dependence of riparian communities on ecosystem services in Northern Ghana.,,,,IWMI Working Paper,,,,179,,,viii + 35 pp.,viii + 35 pp.,,,,,,2017,2017,"This study investigated the dependence of three riparian communities on ecosystem services in northern Ghana. Participatory mapping and ranking exercises in gender-segregated groups were used to elicit information on the communities' livelihoods. The most important ecosystem-based activities (EBA) are farming, fishing, livestock watering and grazing, collection of wild fruits and vegetables, and provision of water for domestic use. The major EBA are dependent on the seasonal flows of the White Volta River, which are under pressure due to climatic and other anthropogenic changes. For example, observed delays in the start of the rainy season are affecting rainfed agricultural activities on the floodplains. Delayed planting on the floodplains results in damage to, or loss of, crops as floods arrive before the harvest. Moreover, the Bagre Dam in Burkina Faso, built upstream of the communities, has impacted the natural river flow. The planned Pwalugu Dam may, depending on the final operations, support or affect EBA. We, therefore, recommend that operations of the Pwalugu Dam should take into consideration the flow requirements of EBA downstream of the dam.",,,,,0,0,,,978-92-9090-863-0,CABI:20183163968,
J,"van Riper, Carena J.; Kyle, Gerard T.; Sherrouse, Benson C.; Bagstad, Kenneth J.; Sutton, Stephen G.",,,,"Kyle, Gerard T./O-9934-2019","Kyle, Gerard T./0000-0002-6944-9020; Sherrouse, Benson/0000-0002-5102-5895; van Riper, Carena/0000-0002-6200-8855",,Toward an integrated understanding of perceived biodiversity values and environmental conditions in a national park,,,,ECOLOGICAL INDICATORS,,,72,,,,278,287,,10.1016/j.ecolind.2016.07.029,,,,Jan-17,2017,"In spatial planning and management of protected areas, increased priority is being given to research that integrates social and ecological data. However, public viewpoints of the benefits provided by ecosystems are not easily quantified and often implicitly folded into natural resource management decisions. Drawing on a spatially explicit participatory mapping exercise and a Social Values for Ecosystem Services (SolVES) analysis tool, the present study empirically examined and integrated social values for ecosystem services and environmental conditions within Channel Islands National Park, California. Specifically, a social value indicator of perceived biodiversity was examined using on-site survey data collected from a sample of people who visited the park. This information was modeled alongside eight environmental conditions including faunal species richness for six taxa, vegetation density, categories of marine and terrestrial land cover, and distance to features relevant for decision-makers. Results showed that biodiversity value points assigned to places by the pooled sample of respondents were widely and unevenly mapped, which reflected the belief that biodiversity was embodied to varying degrees by multiple locations in the park. Models generated for two survey subgroups defined by their self-reported knowledge of the Channels Islands revealed distinct spatial patterns of these perceived values. Specifically, respondents with high knowledge valued large spaces that were publicly inaccessible and unlikely to contain on-ground biodiversity, whereas respondents with low knowledge valued places that were experienced first-hand. Accessibility and infrastructure were also important considerations for anticipating how and where people valued the protected land and seascapes of Channel Islands National Park. (C) 2016 Elsevier Ltd. All rights reserved.",,,,,28,29,1470-160X,1872-7034,,WOS:000398426200028,
